Sex,Year of birth,Cranial Volume (cm3),Winter temperature (standardized),Moose abundance (standardized),Wolf abundance (standardized),Winter temperature (categorical),Age at death
Female,1997,1509.902,2.258,-0.562,0.27,warm,9
Female,1997,1580.613,2.258,-0.562,0.27,warm,9
Female,1997,1531.239,2.258,-0.562,0.27,warm,10
Female,1997,1354.483,2.258,-0.562,0.27,warm,10
Female,1984,1496.196,-0.558,-0.47,0.27,cold,11
Female,1966,1614.785,-0.968,-1.362,0.492,cold,14
Female,1966,1664.828,-0.968,-1.362,0.492,cold,15
Female,1966,1624.773,-0.968,-1.362,0.492,cold,17
Female,1966,1714.401,-0.968,-1.362,0.492,cold,17
Female,1966,1732.793,-0.968,-1.362,0.492,cold,18
Female,1966,1552.458,-0.968,-1.362,0.492,cold,18
Female,1966,1556.284,-0.968,-1.362,0.492,cold,18
Female,1965,1479.185,-1.236,-1.452,0.715,cold,7
Female,1965,1392.71,-1.236,-1.452,0.715,cold,13
Female,1965,1420.063,-1.236,-1.452,0.715,cold,15
Female,1965,1589.544,-1.236,-1.452,0.715,cold,16
Female,1981,1814.327,-1.427,-1.006,0.937,cold,7
Female,1981,1444.333,-1.427,-1.006,0.937,cold,7
Female,1981,1499.032,-1.427,-1.006,0.937,cold,12
Female,1981,1768.115,-1.427,-1.006,0.937,cold,12
Female,1981,1654.955,-1.427,-1.006,0.937,cold,13
Female,1981,1507.273,-1.427,-1.006,0.937,cold,14
Female,1981,1697.05,-1.427,-1.006,0.937,cold,14
Female,1981,1530.193,-1.427,-1.006,0.937,cold,14
Female,1981,1643.672,-1.427,-1.006,0.937,cold,14
Female,1981,1516.101,-1.427,-1.006,0.937,cold,14
Female,1981,1564.935,-1.427,-1.006,0.937,cold,14
Female,1981,1611.171,-1.427,-1.006,0.937,cold,14
Female,1981,1495.567,-1.427,-1.006,0.937,cold,14
Female,1981,1542.125,-1.427,-1.006,0.937,cold,19
Female,1981,1586.572,-1.427,-1.006,0.937,cold,11
Female,1974,1495.95,0.12,0.455,1.048,cold,11
Female,1974,1695.524,0.12,0.455,1.048,cold,14
Female,1974,1594.539,0.12,0.455,1.048,cold,15
Female,1974,1583.917,0.12,0.455,1.048,cold,16
Female,1974,1509.799,0.12,0.455,1.048,cold,18
Female,1974,1513.6,0.12,0.455,1.048,cold,19
Female,1977,1543.668,-0.911,-0.398,1.382,cold,11
Female,1977,1572.671,-0.911,-0.398,1.382,cold,14
Female,1977,1532.587,-0.911,-0.398,1.382,cold,14
Female,1977,1578.668,-0.911,-0.398,1.382,cold,14
Female,1978,1637.3,-1.78,-0.747,2.049,cold,10
Female,1978,1662.021,-1.78,-0.747,2.049,cold,11
Female,1978,1504.763,-1.78,-0.747,2.049,cold,12
Female,1978,1684.192,-1.78,-0.747,2.049,cold,13
Female,1978,1602.531,-1.78,-0.747,2.049,cold,17
Female,1975,1685.595,0.377,0.24,2.16,warm,12
Female,1975,1415.638,0.377,0.24,2.16,warm,12
Female,1979,1517.19,-0.138,-0.705,2.382,cold,8
Female,1979,1611.804,-0.138,-0.705,2.382,cold,8
Female,1979,1413.048,-0.138,-0.705,2.382,cold,10
Female,1979,1567.579,-0.138,-0.705,2.382,cold,13
Female,1979,1495.203,-0.138,-0.705,2.382,cold,16
Female,1979,1660.429,-0.138,-0.705,2.382,cold,16
Female,1979,1370.549,-0.138,-0.705,2.382,cold,16
Female,1979,1585.869,-0.138,-0.705,2.382,cold,16
Female,1976,1408.098,-0.625,0.009,2.493,cold,10
Female,1976,1606.076,-0.625,0.009,2.493,cold,17
Female,1976,1544.594,-0.625,0.009,2.493,cold,16
Female,1976,1656.589,-0.625,0.009,2.493,cold,8
Female,1980,2059.137,0.654,-0.935,3.16,warm,7
Female,1980,1584.593,0.654,-0.935,3.16,warm,8
Female,1980,1588.81,0.654,-0.935,3.16,warm,15
Female,1980,1588.661,0.654,-0.935,3.16,warm,15
Female,1980,1590.482,0.654,-0.935,3.16,warm,15
Female,1980,1391.073,0.654,-0.935,3.16,warm,15
Female,1980,1641.945,0.654,-0.935,3.16,warm,17
Female,1980,1660.901,0.654,-0.935,3.16,warm,16
